OCC_CODE,REPORT_DATE,NAICS,VALUE
29-1141,2014-05-01,621500,63220
29-1171,2014-05-01,621500,101290
31-1014,2014-05-01,621500,28260
21-1021,2014-05-01,621600,38040
21-1022,2014-05-01,621600,54140
21-1023,2014-05-01,621600,49490
21-1029,2014-05-01,621600,55500
29-1029,2014-05-01,621600,73360
29-1051,2014-05-01,621600,113940
29-1062,2014-05-01,621600,149270
29-1063,2014-05-01,621600,0
29-1065,2014-05-01,621600,146480
29-1066,2014-05-01,621600,0
29-1069,2014-05-01,621600,174230
29-1071,2014-05-01,621600,100350
29-1141,2014-05-01,621600,63810
29-1171,2014-05-01,621600,92140
31-1014,2014-05-01,621600,23080
21-1021,2014-05-01,621900,35010
21-1022,2014-05-01,621900,52700
21-1023,2014-05-01,621900,47780
29-1021,2014-05-01,621900,132350
29-1051,2014-05-01,621900,113920
29-1062,2014-05-01,621900,169340
29-1063,2014-05-01,621900,0
29-1069,2014-05-01,621900,157800
29-1071,2014-05-01,621900,92270
29-1141,2014-05-01,621900,62030
29-1151,2014-05-01,621900,138540
29-1171,2014-05-01,621900,97150
31-1014,2014-05-01,621900,22690
21-1021,2014-05-01,622100,47390
21-1022,2014-05-01,622100,58290
21-1023,2014-05-01,622100,49120
21-1029,2014-05-01,622100,62040
29-1021,2014-05-01,622100,131690
29-1022,2014-05-01,622100,62630
29-1023,2014-05-01,622100,89700
29-1029,2014-05-01,622100,141030
29-1051,2014-05-01,622100,118950
29-1061,2014-05-01,622100,0
29-1062,2014-05-01,622100,176210
29-1063,2014-05-01,622100,137080
29-1064,2014-05-01,622100,0
29-1065,2014-05-01,622100,162050
29-1066,2014-05-01,622100,177420
29-1067,2014-05-01,622100,0
29-1069,2014-05-01,622100,114000
29-1071,2014-05-01,622100,99300
29-1141,2014-05-01,622100,68480
29-1151,2014-05-01,622100,166460
29-1171,2014-05-01,622100,99920
31-1014,2014-05-01,622100,27420
21-1021,2014-05-01,622200,52130
21-1022,2014-05-01,622200,51540
21-1023,2014-05-01,622200,49860
21-1029,2014-05-01,622200,50890
29-1021,2014-05-01,622200,122320
29-1051,2014-05-01,622200,109610
29-1062,2014-05-01,622200,157190
29-1063,2014-05-01,622200,0
29-1066,2014-05-01,622200,171700
29-1069,2014-05-01,622200,176950
29-1071,2014-05-01,622200,92360
29-1141,2014-05-01,622200,63570
29-1171,2014-05-01,622200,94590
31-1014,2014-05-01,622200,24430
21-1021,2014-05-01,622300,43070
21-1022,2014-05-01,622300,60890
21-1023,2014-05-01,622300,48260
21-1029,2014-05-01,622300,56870
29-1021,2014-05-01,622300,109600
29-1051,2014-05-01,622300,116850
29-1061,2014-05-01,622300,0
29-1062,2014-05-01,622300,174030
29-1063,2014-05-01,622300,0
29-1064,2014-05-01,622300,0
29-1065,2014-05-01,622300,0
29-1066,2014-05-01,622300,174170
29-1067,2014-05-01,622300,0
29-1069,2014-05-01,622300,144390
29-1071,2014-05-01,622300,103070
29-1141,2014-05-01,622300,71440
29-1151,2014-05-01,622300,168740
29-1171,2014-05-01,622300,111870
31-1014,2014-05-01,622300,27130
21-1021,2014-05-01,623100,42760
21-1022,2014-05-01,623100,46470
21-1023,2014-05-01,623100,45690
21-1029,2014-05-01,623100,45780
29-1051,2014-05-01,623100,118230
29-1062,2014-05-01,623100,167340
29-1063,2014-05-01,623100,179780
29-1069,2014-05-01,623100,171560
29-1071,2014-05-01,623100,102520
29-1141,2014-05-01,623100,60180
29-1171,2014-05-01,623100,78060
31-1014,2014-05-01,623100,24120
21-1021,2014-05-01,623200,36510
21-1022,2014-05-01,623200,36790
21-1023,2014-05-01,623200,35910
21-1029,2014-05-01,623200,37270
29-1051,2014-05-01,623200,112670
29-1062,2014-05-01,623200,0
29-1066,2014-05-01,623200,186290
29-1071,2014-05-01,623200,85870
29-1141,2014-05-01,623200,58480
29-1171,2014-05-01,623200,93020
31-1014,2014-05-01,623200,24050
21-1021,2014-05-01,623300,42290
21-1022,2014-05-01,623300,45620
21-1023,2014-05-01,623300,21830
21-1029,2014-05-01,623300,46880
29-1051,2014-05-01,623300,115710
29-1141,2014-05-01,623300,59080
29-1171,2014-05-01,623300,79290
31-1014,2014-05-01,623300,23650
21-1021,2014-05-01,623900,36260
21-1022,2014-05-01,623900,40120
21-1023,2014-05-01,623900,35400
21-1029,2014-05-01,623900,45200
29-1065,2014-05-01,623900,73020
29-1066,2014-05-01,623900,177480
29-1141,2014-05-01,623900,56170
29-1171,2014-05-01,623900,94520
31-1014,2014-05-01,623900,24150
21-1021,2014-05-01,624100,37060
21-1022,2014-05-01,624100,41040
21-1023,2014-05-01,624100,38950
21-1029,2014-05-01,624100,39140
29-1021,2014-05-01,624100,127910
29-1029,2014-05-01,624100,0
29-1051,2014-05-01,624100,114930
29-1062,2014-05-01,624100,179800
29-1066,2014-05-01,624100,0
29-1069,2014-05-01,624100,133930
29-1071,2014-05-01,624100,89990
29-1141,2014-05-01,624100,57870
29-1171,2014-05-01,624100,93650
31-1014,2014-05-01,624100,21780
21-1021,2014-05-01,624200,34120
21-1022,2014-05-01,624200,40150
21-1023,2014-05-01,624200,36340
21-1029,2014-05-01,624200,36390
29-1066,2014-05-01,624200,185010
29-1141,2014-05-01,624200,58870
29-1171,2014-05-01,624200,92580
31-1014,2014-05-01,624200,22140
21-1021,2014-05-01,624300,36670
21-1022,2014-05-01,624300,37870
21-1023,2014-05-01,624300,37590
21-1029,2014-05-01,624300,37230
29-1066,2014-05-01,624300,176710
29-1141,2014-05-01,624300,61880
29-1171,2014-05-01,624300,83850
31-1014,2014-05-01,624300,22870
21-1021,2014-05-01,624400,32230
21-1022,2014-05-01,624400,35900
21-1023,2014-05-01,624400,47490
21-1029,2014-05-01,624400,40900
29-1141,2014-05-01,624400,46610
31-1014,2014-05-01,624400,25180
29-1141,2014-05-01,711200,69600
29-1141,2014-05-01,711300,52670
21-1021,2014-05-01,713900,19310
29-1141,2014-05-01,713900,54120
29-1141,2014-05-01,721100,62410
29-1141,2014-05-01,721200,58930
29-1141,2014-05-01,812100,67160
29-1171,2014-05-01,812100,106080
31-1014,2014-05-01,812100,24380
21-1021,2014-05-01,813100,46000
21-1023,2014-05-01,813100,47600
29-1141,2014-05-01,813100,63330
31-1014,2014-05-01,813100,28840
21-1021,2014-05-01,813200,38060
21-1022,2014-05-01,813200,45240
21-1023,2014-05-01,813200,37120
21-1029,2014-05-01,813200,53010
29-1067,2014-05-01,813200,0
29-1141,2014-05-01,813200,62650
21-1021,2014-05-01,813300,38380
21-1022,2014-05-01,813300,41530
21-1023,2014-05-01,813300,44890
21-1029,2014-05-01,813300,43400
29-1141,2014-05-01,813300,56680
31-1014,2014-05-01,813300,24420
21-1021,2014-05-01,813400,35700
21-1022,2014-05-01,813400,42430
21-1023,2014-05-01,813400,38960
21-1029,2014-05-01,813400,38720
21-1021,2014-05-01,813900,40360
29-1051,2014-05-01,813900,108300
29-1141,2014-05-01,813900,66540
29-1171,2014-05-01,813900,114530
21-1029,2014-05-01,999100,71910
29-1029,2014-05-01,999100,157640
29-1051,2014-05-01,999100,111600
29-1069,2014-05-01,999100,0
29-1071,2014-05-01,999100,90340
29-1141,2014-05-01,999100,77730
29-1151,2014-05-01,999100,157780
31-1014,2014-05-01,999100,35850
21-1021,2014-05-01,999200,41060
21-1022,2014-05-01,999200,54860
21-1023,2014-05-01,999200,45780
21-1029,2014-05-01,999200,46180
29-1021,2014-05-01,999200,128780
29-1051,2014-05-01,999200,104580
29-1062,2014-05-01,999200,151870
29-1063,2014-05-01,999200,180850
29-1066,2014-05-01,999200,0
29-1067,2014-05-01,999200,0
29-1069,2014-05-01,999200,151450
29-1071,2014-05-01,999200,94610
29-1141,2014-05-01,999200,62590
29-1171,2014-05-01,999200,79790
31-1014,2014-05-01,999200,28770
21-1021,2014-05-01,999300,50010
21-1022,2014-05-01,999300,47990
21-1023,2014-05-01,999300,47370
21-1029,2014-05-01,999300,59160
29-1021,2014-05-01,999300,126290
29-1051,2014-05-01,999300,115360
29-1062,2014-05-01,999300,165800
29-1063,2014-05-01,999300,178410
29-1064,2014-05-01,999300,0
29-1065,2014-05-01,999300,172630
29-1066,2014-05-01,999300,0
29-1069,2014-05-01,999300,166860
29-1071,2014-05-01,999300,89030
29-1141,2014-05-01,999300,62300
29-1171,2014-05-01,999300,90320
31-1014,2014-05-01,999300,27790
29-1141,2015-05-01,211100,81620
29-1141,2015-05-01,221100,69950
29-1141,2015-05-01,311600,57820
29-1141,2015-05-01,322100,60170
29-1141,2015-05-01,324100,73040
29-1141,2015-05-01,325100,71940
29-1141,2015-05-01,325200,66820
29-1051,2015-05-01,325400,117670
29-1069,2015-05-01,325400,0
29-1141,2015-05-01,325400,71300
29-1141,2015-05-01,326100,67710
29-1141,2015-05-01,331500,61010
29-1141,2015-05-01,332900,65670
29-1141,2015-05-01,333100,60780
29-1141,2015-05-01,334500,73260
29-1141,2015-05-01,336100,69320
29-1141,2015-05-01,336300,68350
29-1141,2015-05-01,336400,75090
29-1141,2015-05-01,339100,64110
29-1171,2015-05-01,339100,79770
29-1051,2015-05-01,423400,120040
29-1051,2015-05-01,424200,120350
29-1141,2015-05-01,424200,74120
29-1051,2015-05-01,425100,116290
29-1141,2015-05-01,425100,86130
29-1051,2015-05-01,445100,121630
21-1022,2015-05-01,446100,55970
29-1051,2015-05-01,446100,121300
29-1069,2015-05-01,446100,0
29-1141,2015-05-01,446100,67170
29-1171,2015-05-01,446100,110440
29-1051,2015-05-01,452100,125500
29-1171,2015-05-01,452100,110140
29-1051,2015-05-01,452900,130780
29-1051,2015-05-01,454100,119350
29-1141,2015-05-01,454100,67550
29-1141,2015-05-01,481200,57150
29-1141,2015-05-01,482100,72940
29-1141,2015-05-01,491100,64890
29-1051,2015-05-01,493100,123850
29-1141,2015-05-01,512100,0
31-1014,2015-05-01,512100,0
29-1141,2015-05-01,518200,64730
21-1022,2015-05-01,519100,0
29-1141,2015-05-01,522100,71670
29-1141,2015-05-01,523900,59410
21-1021,2015-05-01,524100,49160
21-1022,2015-05-01,524100,58790
21-1023,2015-05-01,524100,54930
21-1029,2015-05-01,524100,69990
29-1051,2015-05-01,524100,119570
29-1069,2015-05-01,524100,0
29-1141,2015-05-01,524100,70500
29-1171,2015-05-01,524100,99120
31-1014,2015-05-01,524100,30110
21-1022,2015-05-01,524200,58850
29-1021,2015-05-01,524200,136770
29-1051,2015-05-01,524200,119390
29-1069,2015-05-01,524200,163710
29-1141,2015-05-01,524200,67730
29-1171,2015-05-01,524200,87470
29-1141,2015-05-01,525100,80680
21-1021,2015-05-01,531100,47890
21-1022,2015-05-01,531100,47940
21-1029,2015-05-01,531100,68410
29-1141,2015-05-01,531100,52110
21-1029,2015-05-01,531300,41280
21-1022,2015-05-01,532200,45790
29-1051,2015-05-01,532200,112130
29-1141,2015-05-01,532200,61670
29-1069,2015-05-01,532400,0
29-1141,2015-05-01,532400,53240
21-1021,2015-05-01,541100,49860
21-1029,2015-05-01,541100,57530
29-1141,2015-05-01,541100,71720
29-1051,2015-05-01,541200,117010
29-1141,2015-05-01,541200,73610
29-1141,2015-05-01,541300,75750
29-1051,2015-05-01,541500,105040
29-1141,2015-05-01,541500,73100
29-1171,2015-05-01,541500,114120
21-1021,2015-05-01,541600,49260
21-1022,2015-05-01,541600,54230
21-1023,2015-05-01,541600,51550
29-1051,2015-05-01,541600,116080
29-1069,2015-05-01,541600,0
29-1071,2015-05-01,541600,134320
29-1141,2015-05-01,541600,69800
29-1171,2015-05-01,541600,104370
31-1014,2015-05-01,541600,25560
21-1021,2015-05-01,541700,35280
21-1022,2015-05-01,541700,57790
21-1023,2015-05-01,541700,30350
21-1029,2015-05-01,541700,42150
29-1051,2015-05-01,541700,122410
29-1063,2015-05-01,541700,173300
29-1066,2015-05-01,541700,0
29-1067,2015-05-01,541700,0
29-1069,2015-05-01,541700,179060
29-1071,2015-05-01,541700,98780
29-1141,2015-05-01,541700,70780
29-1171,2015-05-01,541700,94520
31-1014,2015-05-01,541700,30610
21-1022,2015-05-01,541900,0
29-1069,2015-05-01,541900,119450
29-1141,2015-05-01,541900,60670
29-1171,2015-05-01,541900,87870
21-1021,2015-05-01,551100,40130
21-1022,2015-05-01,551100,50830
21-1023,2015-05-01,551100,41750
21-1029,2015-05-01,551100,56210
29-1021,2015-05-01,551100,171830
29-1051,2015-05-01,551100,122420
29-1062,2015-05-01,551100,0
29-1063,2015-05-01,551100,0
29-1066,2015-05-01,551100,0
29-1069,2015-05-01,551100,0
29-1071,2015-05-01,551100,98480
29-1141,2015-05-01,551100,72210
29-1171,2015-05-01,551100,95860
31-1014,2015-05-01,551100,27870
29-1051,2015-05-01,561100,120320
29-1069,2015-05-01,561100,0
29-1141,2015-05-01,561100,68790
29-1171,2015-05-01,561100,102420
21-1021,2015-05-01,561200,24940
21-1023,2015-05-01,561200,34190
29-1141,2015-05-01,561200,64750
21-1021,2015-05-01,561300,40090
21-1022,2015-05-01,561300,56010
21-1023,2015-05-01,561300,37740
21-1029,2015-05-01,561300,40170
29-1021,2015-05-01,561300,146390
29-1051,2015-05-01,561300,115430
29-1062,2015-05-01,561300,0
29-1063,2015-05-01,561300,0
29-1066,2015-05-01,561300,142820
29-1069,2015-05-01,561300,0
29-1071,2015-05-01,561300,110930
29-1141,2015-05-01,561300,69980
29-1151,2015-05-01,561300,137590
29-1171,2015-05-01,561300,109170
31-1014,2015-05-01,561300,27850
29-1051,2015-05-01,561400,122850
29-1141,2015-05-01,561400,60540
21-1021,2015-05-01,611100,57260
21-1022,2015-05-01,611100,44400
21-1023,2015-05-01,611100,50350
21-1029,2015-05-01,611100,56470
29-1062,2015-05-01,611100,165570
29-1066,2015-05-01,611100,139160
29-1069,2015-05-01,611100,0
29-1141,2015-05-01,611100,54130
29-1171,2015-05-01,611100,80990
31-1014,2015-05-01,611100,26160
21-1021,2015-05-01,611200,42640
21-1029,2015-05-01,611200,47650
29-1021,2015-05-01,611200,127100
29-1141,2015-05-01,611200,62430
21-1021,2015-05-01,611300,47190
21-1022,2015-05-01,611300,56030
21-1023,2015-05-01,611300,54070
21-1029,2015-05-01,611300,55180
29-1021,2015-05-01,611300,131850
29-1051,2015-05-01,611300,112130
29-1061,2015-05-01,611300,62370
29-1062,2015-05-01,611300,59350
29-1063,2015-05-01,611300,137340
29-1064,2015-05-01,611300,61640
29-1065,2015-05-01,611300,54040
29-1066,2015-05-01,611300,0
29-1067,2015-05-01,611300,142880
29-1069,2015-05-01,611300,58620
29-1071,2015-05-01,611300,94940
29-1141,2015-05-01,611300,69760
29-1151,2015-05-01,611300,145690
29-1171,2015-05-01,611300,93560
31-1014,2015-05-01,611300,33520
21-1021,2015-05-01,611400,42260
21-1021,2015-05-01,611500,45190
29-1141,2015-05-01,611500,37860
21-1021,2015-05-01,611600,55250
21-1029,2015-05-01,611600,39840
29-1141,2015-05-01,611600,39120
21-1021,2015-05-01,611700,45030
21-1022,2015-05-01,611700,52170
21-1023,2015-05-01,611700,47160
29-1141,2015-05-01,611700,56140
31-1014,2015-05-01,611700,30470
21-1021,2015-05-01,621100,43630
21-1022,2015-05-01,621100,52830
21-1023,2015-05-01,621100,45300
21-1029,2015-05-01,621100,47410
29-1021,2015-05-01,621100,138540
29-1022,2015-05-01,621100,0
29-1023,2015-05-01,621100,185380
29-1029,2015-05-01,621100,0
29-1051,2015-05-01,621100,136030
29-1061,2015-05-01,621100,0
29-1062,2015-05-01,621100,0
29-1063,2015-05-01,621100,0
29-1064,2015-05-01,621100,0
29-1065,2015-05-01,621100,172310
29-1066,2015-05-01,621100,183020
29-1067,2015-05-01,621100,0
29-1069,2015-05-01,621100,0
29-1071,2015-05-01,621100,96430
29-1141,2015-05-01,621100,60820
29-1151,2015-05-01,621100,151720
29-1171,2015-05-01,621100,96060
31-1014,2015-05-01,621100,26940
29-1021,2015-05-01,621200,155310
29-1022,2015-05-01,621200,0
29-1023,2015-05-01,621200,0
29-1024,2015-05-01,621200,119220
29-1029,2015-05-01,621200,0
29-1061,2015-05-01,621200,0
29-1062,2015-05-01,621200,97970
29-1069,2015-05-01,621200,0
29-1071,2015-05-01,621200,31920
29-1141,2015-05-01,621200,59080
29-1171,2015-05-01,621200,116410
21-1021,2015-05-01,621300,39720
21-1022,2015-05-01,621300,53090
21-1023,2015-05-01,621300,44460
21-1029,2015-05-01,621300,42870
29-1021,2015-05-01,621300,137180
29-1023,2015-05-01,621300,0
29-1051,2015-05-01,621300,118570
29-1061,2015-05-01,621300,0
29-1062,2015-05-01,621300,127870
29-1063,2015-05-01,621300,158450
29-1065,2015-05-01,621300,146890
29-1066,2015-05-01,621300,0
29-1067,2015-05-01,621300,173470
29-1069,2015-05-01,621300,176600
29-1071,2015-05-01,621300,102480
29-1141,2015-05-01,621300,66180
29-1151,2015-05-01,621300,137040
29-1171,2015-05-01,621300,94870
31-1014,2015-05-01,621300,26460
21-1021,2015-05-01,621400,38240
21-1022,2015-05-01,621400,54030
21-1023,2015-05-01,621400,39530
21-1029,2015-05-01,621400,49560
29-1021,2015-05-01,621400,135940
29-1022,2015-05-01,621400,0
29-1023,2015-05-01,621400,0
29-1051,2015-05-01,621400,131810
29-1061,2015-05-01,621400,0
29-1062,2015-05-01,621400,0
29-1063,2015-05-01,621400,0
29-1064,2015-05-01,621400,0
29-1065,2015-05-01,621400,171760
29-1066,2015-05-01,621400,0
29-1067,2015-05-01,621400,0
29-1069,2015-05-01,621400,0
29-1071,2015-05-01,621400,106010
29-1141,2015-05-01,621400,69470
29-1151,2015-05-01,621400,166100
29-1171,2015-05-01,621400,100720
31-1014,2015-05-01,621400,29430
21-1022,2015-05-01,621500,47400
29-1051,2015-05-01,621500,120260
29-1062,2015-05-01,621500,177560
29-1063,2015-05-01,621500,0
29-1067,2015-05-01,621500,0
29-1069,2015-05-01,621500,0
29-1071,2015-05-01,621500,94540
29-1141,2015-05-01,621500,63770
29-1171,2015-05-01,621500,99740
31-1014,2015-05-01,621500,28960
21-1021,2015-05-01,621600,37850
21-1022,2015-05-01,621600,54480
21-1023,2015-05-01,621600,46610
21-1029,2015-05-01,621600,58050
29-1051,2015-05-01,621600,116210
29-1062,2015-05-01,621600,152400
29-1063,2015-05-01,621600,0
29-1066,2015-05-01,621600,0
29-1069,2015-05-01,621600,0
29-1071,2015-05-01,621600,91850
29-1141,2015-05-01,621600,63840
29-1171,2015-05-01,621600,96500
31-1014,2015-05-01,621600,23620
21-1021,2015-05-01,621900,37810
21-1022,2015-05-01,621900,52940
21-1023,2015-05-01,621900,40410
29-1021,2015-05-01,621900,145170
29-1051,2015-05-01,621900,119600
29-1062,2015-05-01,621900,173610
29-1063,2015-05-01,621900,0
29-1067,2015-05-01,621900,0
29-1069,2015-05-01,621900,169680
29-1071,2015-05-01,621900,90310
29-1141,2015-05-01,621900,64000
29-1151,2015-05-01,621900,140510
29-1171,2015-05-01,621900,97740
31-1014,2015-05-01,621900,23360
21-1021,2015-05-01,622100,48760
21-1022,2015-05-01,622100,58330
21-1023,2015-05-01,622100,50050
21-1029,2015-05-01,622100,62710
29-1021,2015-05-01,622100,129660
29-1022,2015-05-01,622100,0
29-1023,2015-05-01,622100,85560
29-1029,2015-05-01,622100,95990
29-1051,2015-05-01,622100,121090
29-1061,2015-05-01,622100,0
29-1062,2015-05-01,622100,182300
29-1063,2015-05-01,622100,126290
29-1064,2015-05-01,622100,0
29-1065,2015-05-01,622100,165730
29-1066,2015-05-01,622100,0
29-1067,2015-05-01,622100,0
29-1069,2015-05-01,622100,140460
29-1071,2015-05-01,622100,101440
29-1141,2015-05-01,622100,69490
29-1151,2015-05-01,622100,170800
29-1171,2015-05-01,622100,102840
31-1014,2015-05-01,622100,27870
21-1021,2015-05-01,622200,49950
21-1022,2015-05-01,622200,47130
21-1023,2015-05-01,622200,51000
21-1029,2015-05-01,622200,51570
29-1021,2015-05-01,622200,129300
29-1051,2015-05-01,622200,111420
29-1062,2015-05-01,622200,182770
29-1063,2015-05-01,622200,0
29-1066,2015-05-01,622200,180350
29-1069,2015-05-01,622200,182640
29-1071,2015-05-01,622200,95310
29-1141,2015-05-01,622200,64390
29-1171,2015-05-01,622200,97530
31-1014,2015-05-01,622200,25660
21-1021,2015-05-01,622300,42520
21-1022,2015-05-01,622300,58180
21-1023,2015-05-01,622300,53290
21-1029,2015-05-01,622300,57990
29-1021,2015-05-01,622300,110190
29-1051,2015-05-01,622300,119740
29-1061,2015-05-01,622300,0
29-1062,2015-05-01,622300,0
29-1063,2015-05-01,622300,0
29-1065,2015-05-01,622300,0
29-1066,2015-05-01,622300,155690
29-1067,2015-05-01,622300,0
29-1069,2015-05-01,622300,108260
29-1071,2015-05-01,622300,105100
29-1141,2015-05-01,622300,73000
29-1151,2015-05-01,622300,173800
29-1171,2015-05-01,622300,115670
31-1014,2015-05-01,622300,27890
21-1021,2015-05-01,623100,43670
21-1022,2015-05-01,623100,47550
21-1023,2015-05-01,623100,44070
21-1029,2015-05-01,623100,45940
29-1051,2015-05-01,623100,119620
29-1062,2015-05-01,623100,164990
29-1063,2015-05-01,623100,179970
29-1069,2015-05-01,623100,175760
29-1071,2015-05-01,623100,95840
29-1141,2015-05-01,623100,60680
29-1171,2015-05-01,623100,83420
31-1014,2015-05-01,623100,24700
21-1021,2015-05-01,623200,36650
21-1022,2015-05-01,623200,39560
21-1023,2015-05-01,623200,36250
21-1029,2015-05-01,623200,38520
29-1051,2015-05-01,623200,113110
29-1062,2015-05-01,623200,0
29-1066,2015-05-01,623200,0
29-1069,2015-05-01,623200,163340
29-1071,2015-05-01,623200,90710
29-1141,2015-05-01,623200,58790
29-1171,2015-05-01,623200,95620
31-1014,2015-05-01,623200,24140
21-1021,2015-05-01,623300,39940
21-1022,2015-05-01,623300,47930
21-1023,2015-05-01,623300,22450
21-1029,2015-05-01,623300,46090
29-1051,2015-05-01,623300,115180
29-1141,2015-05-01,623300,59760
29-1171,2015-05-01,623300,87250
31-1014,2015-05-01,623300,24200
21-1021,2015-05-01,623900,36810
21-1022,2015-05-01,623900,37000
21-1023,2015-05-01,623900,35980
21-1029,2015-05-01,623900,49440
29-1065,2015-05-01,623900,73690
29-1066,2015-05-01,623900,168800
29-1141,2015-05-01,623900,57390
29-1171,2015-05-01,623900,100750
31-1014,2015-05-01,623900,24190
21-1021,2015-05-01,624100,37670
21-1022,2015-05-01,624100,43170
21-1023,2015-05-01,624100,40130
21-1029,2015-05-01,624100,39790
29-1021,2015-05-01,624100,125900
29-1029,2015-05-01,624100,38000
29-1051,2015-05-01,624100,119640
29-1062,2015-05-01,624100,0
29-1065,2015-05-01,624100,111110
29-1066,2015-05-01,624100,0
29-1069,2015-05-01,624100,0
29-1071,2015-05-01,624100,94410
29-1141,2015-05-01,624100,57660
29-1171,2015-05-01,624100,92860
31-1014,2015-05-01,624100,22990
21-1021,2015-05-01,624200,35220
21-1022,2015-05-01,624200,39930
21-1023,2015-05-01,624200,35880
21-1029,2015-05-01,624200,37110
29-1066,2015-05-01,624200,155150
29-1141,2015-05-01,624200,60600
29-1171,2015-05-01,624200,96870
31-1014,2015-05-01,624200,22490
21-1021,2015-05-01,624300,36430
21-1022,2015-05-01,624300,39340
21-1023,2015-05-01,624300,38630
21-1029,2015-05-01,624300,38020
29-1066,2015-05-01,624300,153700
29-1141,2015-05-01,624300,63400
29-1171,2015-05-01,624300,91010
31-1014,2015-05-01,624300,23420
21-1021,2015-05-01,624400,33160
21-1022,2015-05-01,624400,35320
21-1023,2015-05-01,624400,34800
21-1029,2015-05-01,624400,44670
29-1141,2015-05-01,624400,51010
31-1014,2015-05-01,624400,24120
29-1069,2015-05-01,711200,172350
21-1021,2015-05-01,713900,29030
29-1141,2015-05-01,713900,58140
29-1141,2015-05-01,721100,71330
29-1141,2015-05-01,721200,58470
29-1141,2015-05-01,812100,70060
29-1171,2015-05-01,812100,114130
31-1014,2015-05-01,812100,24720
21-1021,2015-05-01,813100,43320
21-1022,2015-05-01,813100,56490
21-1023,2015-05-01,813100,48940
29-1141,2015-05-01,813100,64500
31-1014,2015-05-01,813100,29990
21-1021,2015-05-01,813200,41740
21-1022,2015-05-01,813200,45810
21-1023,2015-05-01,813200,42790
21-1029,2015-05-01,813200,57080
29-1067,2015-05-01,813200,0
29-1069,2015-05-01,813200,129000
29-1141,2015-05-01,813200,68490
31-1014,2015-05-01,813200,23700
21-1021,2015-05-01,813300,37050
21-1022,2015-05-01,813300,44000
21-1023,2015-05-01,813300,43410
21-1029,2015-05-01,813300,43200
29-1141,2015-05-01,813300,59960
31-1014,2015-05-01,813300,25820
21-1021,2015-05-01,813400,32330
21-1022,2015-05-01,813400,50090
21-1023,2015-05-01,813400,42950
21-1029,2015-05-01,813400,35960
21-1021,2015-05-01,813900,45680
21-1023,2015-05-01,813900,47560
29-1051,2015-05-01,813900,121700
29-1141,2015-05-01,813900,61370
29-1171,2015-05-01,813900,110150
21-1029,2015-05-01,999100,72730
29-1029,2015-05-01,999100,163960
29-1051,2015-05-01,999100,114630
29-1069,2015-05-01,999100,0
29-1071,2015-05-01,999100,91260
29-1141,2015-05-01,999100,79570
29-1151,2015-05-01,999100,162630
31-1014,2015-05-01,999100,36200
21-1021,2015-05-01,999200,42200
21-1022,2015-05-01,999200,48190
21-1023,2015-05-01,999200,48390
21-1029,2015-05-01,999200,43760
29-1021,2015-05-01,999200,136410
29-1051,2015-05-01,999200,108650
29-1062,2015-05-01,999200,178870
29-1063,2015-05-01,999200,178930
29-1066,2015-05-01,999200,0
29-1069,2015-05-01,999200,153810
29-1071,2015-05-01,999200,99960
29-1141,2015-05-01,999200,63250
29-1171,2015-05-01,999200,82650
31-1014,2015-05-01,999200,29470
21-1021,2015-05-01,999300,49790
21-1022,2015-05-01,999300,50260
21-1023,2015-05-01,999300,47300
21-1029,2015-05-01,999300,58550
29-1021,2015-05-01,999300,138340
29-1051,2015-05-01,999300,117690
29-1062,2015-05-01,999300,174180
29-1063,2015-05-01,999300,176780
29-1066,2015-05-01,999300,0
29-1067,2015-05-01,999300,0
29-1069,2015-05-01,999300,173690
29-1071,2015-05-01,999300,91870
29-1141,2015-05-01,999300,61440
29-1171,2015-05-01,999300,92920
31-1014,2015-05-01,999300,28240
29-1141,2016-05-01,211100,75200
29-1141,2016-05-01,221100,73890
29-1141,2016-05-01,311600,58680
29-1141,2016-05-01,322100,62550
29-1141,2016-05-01,324100,70540
29-1141,2016-05-01,325100,70540
29-1141,2016-05-01,325200,74800
29-1051,2016-05-01,325400,119560
29-1069,2016-05-01,325400,0
29-1141,2016-05-01,325400,76780
29-1141,2016-05-01,331500,64740
29-1141,2016-05-01,332900,66150
29-1141,2016-05-01,333100,62620
29-1141,2016-05-01,333600,53490
29-1141,2016-05-01,334500,84910
29-1141,2016-05-01,336100,70290
29-1141,2016-05-01,336300,68790
29-1141,2016-05-01,336400,77380
29-1141,2016-05-01,339100,66190
29-1171,2016-05-01,339100,79540
29-1141,2016-05-01,339900,71670
29-1051,2016-05-01,423400,121500
29-1141,2016-05-01,423400,71210
29-1051,2016-05-01,424200,120680
29-1141,2016-05-01,424200,74370
29-1171,2016-05-01,424200,96340
29-1051,2016-05-01,425100,120740
29-1141,2016-05-01,425100,85060
29-1051,2016-05-01,445100,122670
29-1051,2016-05-01,446100,121730
29-1141,2016-05-01,446100,66840
29-1171,2016-05-01,446100,114670
29-1051,2016-05-01,447100,115250
29-1051,2016-05-01,452100,124450
29-1171,2016-05-01,452100,113680
29-1051,2016-05-01,452900,127720
29-1171,2016-05-01,452900,111490
29-1051,2016-05-01,454100,120120
29-1141,2016-05-01,454100,67490
29-1141,2016-05-01,481200,62320
29-1141,2016-05-01,482100,72540
29-1141,2016-05-01,485900,89190
29-1141,2016-05-01,491100,66330
