OCC_CODE,REPORT_DATE,NAICS,VALUE
29-1065,2003-11-01,551100,114780
29-1066,2003-11-01,551100,141900
29-1067,2003-11-01,551100,0
29-1071,2003-11-01,551100,63110
29-1111,2003-11-01,551100,50200
21-1022,2003-11-01,561100,40680
21-1023,2003-11-01,561100,39950
29-1051,2003-11-01,561100,83560
29-1062,2003-11-01,561100,116400
29-1071,2003-11-01,561100,78830
29-1111,2003-11-01,561100,53420
21-1021,2003-11-01,561200,32730
21-1023,2003-11-01,561200,27650
29-1111,2003-11-01,561200,44620
21-1021,2003-11-01,561300,32310
21-1022,2003-11-01,561300,43250
21-1023,2003-11-01,561300,17980
29-1051,2003-11-01,561300,74270
29-1062,2003-11-01,561300,127220
29-1071,2003-11-01,561300,66590
29-1111,2003-11-01,561300,58860
29-1051,2003-11-01,561400,71090
29-1111,2003-11-01,561400,60240
29-1111,2003-11-01,561700,35690
29-1051,2003-11-01,561900,89880
21-1021,2003-11-01,611100,44030
21-1022,2003-11-01,611100,49140
21-1023,2003-11-01,611100,38780
29-1062,2003-11-01,611100,68960
29-1066,2003-11-01,611100,0
29-1111,2003-11-01,611100,40200
21-1021,2003-11-01,611200,44460
29-1111,2003-11-01,611200,48790
21-1021,2003-11-01,611300,41780
21-1022,2003-11-01,611300,42830
21-1023,2003-11-01,611300,38390
29-1051,2003-11-01,611300,74620
29-1061,2003-11-01,611300,83100
29-1062,2003-11-01,611300,56940
29-1063,2003-11-01,611300,50370
29-1064,2003-11-01,611300,111310
29-1065,2003-11-01,611300,79990
29-1066,2003-11-01,611300,97250
29-1067,2003-11-01,611300,108200
29-1071,2003-11-01,611300,67130
29-1111,2003-11-01,611300,48240
21-1021,2003-11-01,611400,30560
29-1111,2003-11-01,611400,38690
21-1021,2003-11-01,611500,38790
29-1111,2003-11-01,611500,46840
21-1021,2003-11-01,611600,38280
21-1022,2003-11-01,611600,38110
29-1111,2003-11-01,611600,43110
21-1021,2003-11-01,611700,42410
21-1022,2003-11-01,611700,40320
21-1023,2003-11-01,611700,26140
29-1111,2003-11-01,611700,43380
21-1021,2003-11-01,621100,34240
21-1022,2003-11-01,621100,36460
21-1023,2003-11-01,621100,35130
29-1051,2003-11-01,621100,82430
29-1061,2003-11-01,621100,0
29-1062,2003-11-01,621100,0
29-1063,2003-11-01,621100,0
29-1064,2003-11-01,621100,0
29-1065,2003-11-01,621100,140000
29-1066,2003-11-01,621100,140540
29-1067,2003-11-01,621100,0
29-1071,2003-11-01,621100,68350
29-1111,2003-11-01,621100,46740
29-1061,2003-11-01,621200,0
29-1062,2003-11-01,621200,138870
29-1067,2003-11-01,621200,0
29-1071,2003-11-01,621200,48330
29-1111,2003-11-01,621200,60700
21-1021,2003-11-01,621300,33880
21-1022,2003-11-01,621300,42270
21-1023,2003-11-01,621300,38800
29-1051,2003-11-01,621300,79160
29-1061,2003-11-01,621300,137180
29-1062,2003-11-01,621300,131690
29-1063,2003-11-01,621300,0
29-1065,2003-11-01,621300,115140
29-1066,2003-11-01,621300,107050
29-1067,2003-11-01,621300,0
29-1071,2003-11-01,621300,36190
29-1111,2003-11-01,621300,52630
21-1021,2003-11-01,621400,32340
21-1022,2003-11-01,621400,38990
21-1023,2003-11-01,621400,32600
29-1051,2003-11-01,621400,82210
29-1061,2003-11-01,621400,0
29-1062,2003-11-01,621400,140360
29-1063,2003-11-01,621400,0
29-1064,2003-11-01,621400,0
29-1065,2003-11-01,621400,125450
29-1066,2003-11-01,621400,0
29-1067,2003-11-01,621400,0
29-1071,2003-11-01,621400,74130
29-1111,2003-11-01,621400,50230
29-1051,2003-11-01,621500,86010
29-1062,2003-11-01,621500,123560
29-1063,2003-11-01,621500,0
29-1067,2003-11-01,621500,122760
29-1071,2003-11-01,621500,64130
29-1111,2003-11-01,621500,48430
21-1021,2003-11-01,621600,34490
21-1022,2003-11-01,621600,41750
21-1023,2003-11-01,621600,35490
29-1051,2003-11-01,621600,81140
29-1062,2003-11-01,621600,136580
29-1063,2003-11-01,621600,114660
29-1071,2003-11-01,621600,64710
29-1111,2003-11-01,621600,47610
21-1021,2003-11-01,621900,30440
21-1022,2003-11-01,621900,40940
21-1023,2003-11-01,621900,39910
29-1051,2003-11-01,621900,92340
29-1062,2003-11-01,621900,138430
29-1063,2003-11-01,621900,144530
29-1064,2003-11-01,621900,127850
29-1067,2003-11-01,621900,0
29-1071,2003-11-01,621900,52260
29-1111,2003-11-01,621900,47370
21-1021,2003-11-01,622100,40740
21-1022,2003-11-01,622100,44270
21-1023,2003-11-01,622100,38180
29-1051,2003-11-01,622100,82540
29-1061,2003-11-01,622100,130680
29-1062,2003-11-01,622100,127690
29-1063,2003-11-01,622100,129880
29-1064,2003-11-01,622100,0
29-1065,2003-11-01,622100,137830
29-1066,2003-11-01,622100,122420
29-1067,2003-11-01,622100,0
29-1071,2003-11-01,622100,68900
29-1111,2003-11-01,622100,52200
21-1021,2003-11-01,622200,30460
21-1022,2003-11-01,622200,45150
21-1023,2003-11-01,622200,35590
29-1051,2003-11-01,622200,72450
29-1062,2003-11-01,622200,127290
29-1063,2003-11-01,622200,122910
29-1066,2003-11-01,622200,130290
29-1071,2003-11-01,622200,66430
29-1111,2003-11-01,622200,49360
21-1021,2003-11-01,622300,35680
21-1022,2003-11-01,622300,44530
21-1023,2003-11-01,622300,29360
29-1051,2003-11-01,622300,81540
29-1061,2003-11-01,622300,0
29-1062,2003-11-01,622300,123170
29-1063,2003-11-01,622300,0
29-1065,2003-11-01,622300,120990
29-1066,2003-11-01,622300,137660
29-1067,2003-11-01,622300,140150
29-1071,2003-11-01,622300,70860
29-1111,2003-11-01,622300,52700
21-1021,2003-11-01,623100,33000
21-1022,2003-11-01,623100,34940
21-1023,2003-11-01,623100,34850
29-1051,2003-11-01,623100,77300
29-1062,2003-11-01,623100,105040
29-1063,2003-11-01,623100,129680
29-1066,2003-11-01,623100,0
29-1071,2003-11-01,623100,65030
29-1111,2003-11-01,623100,46650
21-1021,2003-11-01,623200,29030
21-1022,2003-11-01,623200,31260
21-1023,2003-11-01,623200,30030
29-1051,2003-11-01,623200,83450
29-1062,2003-11-01,623200,128580
29-1065,2003-11-01,623200,96390
29-1066,2003-11-01,623200,143500
29-1111,2003-11-01,623200,44910
21-1021,2003-11-01,623300,28520
21-1022,2003-11-01,623300,35890
21-1023,2003-11-01,623300,33880
29-1051,2003-11-01,623300,74330
29-1066,2003-11-01,623300,121320
29-1111,2003-11-01,623300,45030
21-1021,2003-11-01,623900,30550
21-1022,2003-11-01,623900,31740
21-1023,2003-11-01,623900,29440
29-1066,2003-11-01,623900,0
29-1111,2003-11-01,623900,44900
21-1021,2003-11-01,624100,30060
21-1022,2003-11-01,624100,31610
21-1023,2003-11-01,624100,32680
29-1062,2003-11-01,624100,122300
29-1066,2003-11-01,624100,139320
29-1071,2003-11-01,624100,66410
29-1111,2003-11-01,624100,44680
21-1021,2003-11-01,624200,28010
21-1022,2003-11-01,624200,29170
21-1023,2003-11-01,624200,27700
29-1111,2003-11-01,624200,43910
21-1021,2003-11-01,624300,26570
21-1022,2003-11-01,624300,33080
21-1023,2003-11-01,624300,28900
29-1066,2003-11-01,624300,0
29-1111,2003-11-01,624300,46640
21-1021,2003-11-01,624400,28150
21-1022,2003-11-01,624400,28390
21-1023,2003-11-01,624400,28990
29-1111,2003-11-01,624400,40160
29-1111,2003-11-01,711200,25140
29-1111,2003-11-01,713100,42510
29-1111,2003-11-01,721200,32470
29-1111,2003-11-01,721300,45730
29-1111,2003-11-01,812100,35590
29-1111,2003-11-01,812900,54520
21-1021,2003-11-01,813100,26280
21-1022,2003-11-01,813100,34020
21-1023,2003-11-01,813100,30360
29-1111,2003-11-01,813100,43000
21-1021,2003-11-01,813200,28480
21-1022,2003-11-01,813200,33950
21-1023,2003-11-01,813200,32060
29-1111,2003-11-01,813200,46260
21-1021,2003-11-01,813300,28150
21-1022,2003-11-01,813300,30200
21-1023,2003-11-01,813300,30350
29-1111,2003-11-01,813300,41820
21-1021,2003-11-01,813400,24280
21-1022,2003-11-01,813400,28060
21-1023,2003-11-01,813400,27320
29-1111,2003-11-01,813400,49290
21-1021,2003-11-01,813900,31440
21-1022,2003-11-01,813900,39710
21-1023,2003-11-01,813900,33670
29-1051,2003-11-01,813900,80800
29-1111,2003-11-01,813900,42830
29-1051,2003-11-01,999100,81640
29-1071,2003-11-01,999100,71050
29-1111,2003-11-01,999100,61670
21-1021,2003-11-01,999200,34550
21-1022,2003-11-01,999200,34330
21-1023,2003-11-01,999200,39120
29-1051,2003-11-01,999200,70070
29-1061,2003-11-01,999200,103220
29-1062,2003-11-01,999200,113040
29-1063,2003-11-01,999200,129360
29-1066,2003-11-01,999200,140890
29-1071,2003-11-01,999200,61600
29-1111,2003-11-01,999200,49390
21-1021,2003-11-01,999300,39740
21-1022,2003-11-01,999300,38110
21-1023,2003-11-01,999300,35790
29-1051,2003-11-01,999300,80240
29-1062,2003-11-01,999300,63830
29-1063,2003-11-01,999300,122210
29-1065,2003-11-01,999300,119290
29-1066,2003-11-01,999300,137130
29-1067,2003-11-01,999300,144200
29-1071,2003-11-01,999300,70070
29-1111,2003-11-01,999300,49850
29-1111,2004-11-01,221100,57650
29-1111,2004-11-01,311400,46390
29-1111,2004-11-01,311600,40880
29-1111,2004-11-01,313200,44570
29-1111,2004-11-01,322100,48120
29-1111,2004-11-01,322200,55360
29-1111,2004-11-01,324100,62140
29-1111,2004-11-01,325100,55990
29-1111,2004-11-01,325200,55110
29-1051,2004-11-01,325400,85660
29-1111,2004-11-01,325400,57310
29-1111,2004-11-01,325900,50600
29-1111,2004-11-01,326100,54210
29-1111,2004-11-01,326200,43900
29-1111,2004-11-01,331100,46880
29-1111,2004-11-01,331500,51870
29-1111,2004-11-01,332900,54000
29-1111,2004-11-01,333100,43970
29-1111,2004-11-01,334400,58860
29-1111,2004-11-01,334500,55340
29-1111,2004-11-01,335900,49610
29-1111,2004-11-01,336300,53050
29-1111,2004-11-01,336400,57240
29-1111,2004-11-01,337100,45850
29-1021,2004-11-01,339100,78650
29-1024,2004-11-01,339100,63740
29-1111,2004-11-01,339100,51910
29-1051,2004-11-01,423400,92820
29-1111,2004-11-01,423400,57900
29-1051,2004-11-01,424200,85930
29-1069,2004-11-01,424200,108920
29-1111,2004-11-01,424200,57450
29-1051,2004-11-01,425100,84260
29-1111,2004-11-01,425100,54120
29-1051,2004-11-01,444100,77730
29-1051,2004-11-01,445100,88240
29-1051,2004-11-01,446100,87370
29-1069,2004-11-01,446100,0
29-1111,2004-11-01,446100,49170
29-1051,2004-11-01,447100,59250
29-1051,2004-11-01,452100,90320
29-1051,2004-11-01,452900,91840
29-1051,2004-11-01,454100,83450
29-1111,2004-11-01,454100,66000
29-1111,2004-11-01,481200,48050
29-1111,2004-11-01,491100,51500
29-1051,2004-11-01,493100,98750
29-1111,2004-11-01,493100,53140
29-1111,2004-11-01,511100,55180
29-1051,2004-11-01,518200,100180
29-1111,2004-11-01,518200,44500
29-1111,2004-11-01,522200,53140
29-1111,2004-11-01,523100,68050
29-1111,2004-11-01,523900,53860
21-1022,2004-11-01,524100,51210
21-1023,2004-11-01,524100,35520
21-1029,2004-11-01,524100,0
29-1021,2004-11-01,524100,104190
29-1051,2004-11-01,524100,91560
29-1062,2004-11-01,524100,133180
29-1064,2004-11-01,524100,0
29-1069,2004-11-01,524100,129680
29-1111,2004-11-01,524100,54250
29-1051,2004-11-01,524200,85170
29-1111,2004-11-01,524200,51290
21-1022,2004-11-01,525100,49280
29-1051,2004-11-01,525100,92860
29-1111,2004-11-01,525100,56320
21-1022,2004-11-01,531100,38960
21-1029,2004-11-01,531100,29340
29-1111,2004-11-01,531100,44330
29-1111,2004-11-01,531200,47080
21-1029,2004-11-01,531300,28450
29-1111,2004-11-01,532200,51490
29-1051,2004-11-01,532400,88480
29-1111,2004-11-01,532400,54060
21-1021,2004-11-01,541100,41820
21-1029,2004-11-01,541100,39650
29-1111,2004-11-01,541100,53030
29-1111,2004-11-01,541200,57780
29-1111,2004-11-01,541300,52870
29-1069,2004-11-01,541500,90850
29-1111,2004-11-01,541500,57410
21-1021,2004-11-01,541600,41790
21-1022,2004-11-01,541600,52200
21-1023,2004-11-01,541600,36020
21-1029,2004-11-01,541600,37480
29-1051,2004-11-01,541600,86370
29-1062,2004-11-01,541600,115460
29-1069,2004-11-01,541600,0
29-1111,2004-11-01,541600,52320
21-1021,2004-11-01,541700,33940
21-1022,2004-11-01,541700,38800
21-1029,2004-11-01,541700,45890
29-1051,2004-11-01,541700,79890
29-1062,2004-11-01,541700,119870
29-1066,2004-11-01,541700,0
29-1069,2004-11-01,541700,101020
29-1071,2004-11-01,541700,74680
29-1111,2004-11-01,541700,54270
29-1111,2004-11-01,541900,82170
21-1021,2004-11-01,551100,30960
21-1022,2004-11-01,551100,38590
21-1023,2004-11-01,551100,34770
21-1029,2004-11-01,551100,31970
29-1021,2004-11-01,551100,86760
29-1051,2004-11-01,551100,89900
29-1062,2004-11-01,551100,124560
29-1063,2004-11-01,551100,113100
29-1065,2004-11-01,551100,120850
29-1066,2004-11-01,551100,0
29-1069,2004-11-01,551100,0
29-1071,2004-11-01,551100,65700
29-1111,2004-11-01,551100,53350
21-1021,2004-11-01,561100,33500
21-1022,2004-11-01,561100,41940
21-1023,2004-11-01,561100,34930
21-1029,2004-11-01,561100,53380
29-1051,2004-11-01,561100,86080
29-1062,2004-11-01,561100,127870
29-1069,2004-11-01,561100,137880
29-1071,2004-11-01,561100,79170
29-1111,2004-11-01,561100,57060
21-1023,2004-11-01,561200,28970
29-1111,2004-11-01,561200,48720
21-1021,2004-11-01,561300,32250
21-1022,2004-11-01,561300,39840
21-1023,2004-11-01,561300,31340
21-1029,2004-11-01,561300,39480
29-1021,2004-11-01,561300,114190
29-1051,2004-11-01,561300,94980
29-1062,2004-11-01,561300,134770
29-1069,2004-11-01,561300,116870
29-1071,2004-11-01,561300,73300
29-1111,2004-11-01,561300,64160
29-1051,2004-11-01,561400,88670
29-1111,2004-11-01,561400,63350
21-1021,2004-11-01,611100,45030
21-1022,2004-11-01,611100,51720
21-1023,2004-11-01,611100,40250
21-1029,2004-11-01,611100,37580
29-1062,2004-11-01,611100,108620
29-1065,2004-11-01,611100,140020
29-1066,2004-11-01,611100,0
29-1069,2004-11-01,611100,134670
29-1111,2004-11-01,611100,41780
21-1021,2004-11-01,611200,45950
21-1029,2004-11-01,611200,34710
29-1021,2004-11-01,611200,87070
29-1111,2004-11-01,611200,50750
21-1021,2004-11-01,611300,43550
21-1022,2004-11-01,611300,43580
21-1023,2004-11-01,611300,45510
21-1029,2004-11-01,611300,40170
29-1021,2004-11-01,611300,77680
29-1051,2004-11-01,611300,78960
29-1061,2004-11-01,611300,75420
29-1062,2004-11-01,611300,44260
29-1063,2004-11-01,611300,44260
29-1064,2004-11-01,611300,109350
29-1065,2004-11-01,611300,77350
29-1066,2004-11-01,611300,65420
29-1067,2004-11-01,611300,97540
29-1069,2004-11-01,611300,44180
29-1071,2004-11-01,611300,68480
29-1111,2004-11-01,611300,51320
21-1021,2004-11-01,611400,34320
21-1021,2004-11-01,611500,38470
29-1111,2004-11-01,611500,51770
21-1021,2004-11-01,611600,38090
21-1022,2004-11-01,611600,29620
29-1111,2004-11-01,611600,52700
21-1021,2004-11-01,611700,38940
21-1022,2004-11-01,611700,39700
21-1029,2004-11-01,611700,31300
29-1111,2004-11-01,611700,46920
21-1021,2004-11-01,621100,33430
21-1022,2004-11-01,621100,39420
21-1023,2004-11-01,621100,36630
21-1029,2004-11-01,621100,41910
29-1021,2004-11-01,621100,101460
29-1022,2004-11-01,621100,0
29-1023,2004-11-01,621100,110500
29-1051,2004-11-01,621100,87250
29-1061,2004-11-01,621100,0
29-1062,2004-11-01,621100,143640
29-1063,2004-11-01,621100,0
29-1064,2004-11-01,621100,0
29-1065,2004-11-01,621100,139570
29-1066,2004-11-01,621100,0
29-1067,2004-11-01,621100,0
29-1069,2004-11-01,621100,0
29-1071,2004-11-01,621100,68450
29-1111,2004-11-01,621100,50180
29-1021,2004-11-01,621200,127960
29-1022,2004-11-01,621200,0
29-1023,2004-11-01,621200,0
29-1024,2004-11-01,621200,0
29-1029,2004-11-01,621200,0
29-1061,2004-11-01,621200,0
29-1062,2004-11-01,621200,139300
29-1071,2004-11-01,621200,36870
29-1111,2004-11-01,621200,48990
21-1021,2004-11-01,621300,33260
21-1022,2004-11-01,621300,41590
21-1023,2004-11-01,621300,39720
21-1029,2004-11-01,621300,34770
29-1021,2004-11-01,621300,105220
29-1051,2004-11-01,621300,82780
29-1061,2004-11-01,621300,0
29-1062,2004-11-01,621300,144320
29-1063,2004-11-01,621300,125250
29-1066,2004-11-01,621300,133530
29-1067,2004-11-01,621300,0
29-1069,2004-11-01,621300,0
29-1071,2004-11-01,621300,42630
29-1111,2004-11-01,621300,53510
21-1021,2004-11-01,621400,32360
21-1022,2004-11-01,621400,42250
21-1023,2004-11-01,621400,33840
21-1029,2004-11-01,621400,32070
29-1021,2004-11-01,621400,109000
29-1051,2004-11-01,621400,88030
29-1061,2004-11-01,621400,0
29-1062,2004-11-01,621400,144430
29-1063,2004-11-01,621400,0
29-1064,2004-11-01,621400,0
29-1065,2004-11-01,621400,129700
29-1066,2004-11-01,621400,0
29-1067,2004-11-01,621400,0
29-1069,2004-11-01,621400,0
29-1071,2004-11-01,621400,79100
29-1111,2004-11-01,621400,52900
29-1051,2004-11-01,621500,86410
29-1062,2004-11-01,621500,0
29-1063,2004-11-01,621500,0
29-1067,2004-11-01,621500,0
29-1069,2004-11-01,621500,0
29-1071,2004-11-01,621500,66330
29-1111,2004-11-01,621500,52430
21-1021,2004-11-01,621600,35110
21-1022,2004-11-01,621600,42980
21-1023,2004-11-01,621600,32990
21-1029,2004-11-01,621600,50320
29-1051,2004-11-01,621600,85830
29-1062,2004-11-01,621600,139730
29-1063,2004-11-01,621600,133750
29-1069,2004-11-01,621600,140280
29-1071,2004-11-01,621600,68780
29-1111,2004-11-01,621600,50880
21-1021,2004-11-01,621900,36480
21-1022,2004-11-01,621900,41610
21-1023,2004-11-01,621900,30030
29-1021,2004-11-01,621900,99710
29-1051,2004-11-01,621900,100820
29-1062,2004-11-01,621900,137210
29-1063,2004-11-01,621900,0
29-1064,2004-11-01,621900,0
29-1067,2004-11-01,621900,0
29-1069,2004-11-01,621900,124490
29-1071,2004-11-01,621900,61140
29-1111,2004-11-01,621900,50940
21-1021,2004-11-01,622100,40340
21-1022,2004-11-01,622100,45670
21-1023,2004-11-01,622100,39840
21-1029,2004-11-01,622100,47610
29-1021,2004-11-01,622100,97970
29-1022,2004-11-01,622100,56440
29-1051,2004-11-01,622100,86570
29-1061,2004-11-01,622100,142920
29-1062,2004-11-01,622100,131940
29-1063,2004-11-01,622100,133560
29-1064,2004-11-01,622100,0
29-1065,2004-11-01,622100,136290
29-1066,2004-11-01,622100,131080
29-1067,2004-11-01,622100,0
29-1069,2004-11-01,622100,99520
29-1071,2004-11-01,622100,69200
29-1111,2004-11-01,622100,54750
21-1021,2004-11-01,622200,31180
21-1022,2004-11-01,622200,46460
21-1023,2004-11-01,622200,38650
21-1029,2004-11-01,622200,50940
29-1021,2004-11-01,622200,100830
29-1051,2004-11-01,622200,77470
29-1062,2004-11-01,622200,130540
29-1063,2004-11-01,622200,127010
29-1066,2004-11-01,622200,133840
29-1067,2004-11-01,622200,134550
29-1069,2004-11-01,622200,103750
29-1071,2004-11-01,622200,66710
29-1111,2004-11-01,622200,52260
21-1021,2004-11-01,622300,37970
21-1022,2004-11-01,622300,46860
21-1023,2004-11-01,622300,30220
21-1029,2004-11-01,622300,44100
29-1021,2004-11-01,622300,60250
29-1051,2004-11-01,622300,84580
29-1061,2004-11-01,622300,0
29-1062,2004-11-01,622300,133090
29-1063,2004-11-01,622300,0
29-1065,2004-11-01,622300,140830
29-1066,2004-11-01,622300,145100
29-1067,2004-11-01,622300,142870
29-1069,2004-11-01,622300,120890
29-1071,2004-11-01,622300,75040
29-1111,2004-11-01,622300,54800
21-1021,2004-11-01,623100,35930
21-1022,2004-11-01,623100,36570
21-1023,2004-11-01,623100,34400
21-1029,2004-11-01,623100,36110
29-1051,2004-11-01,623100,83570
29-1062,2004-11-01,623100,121700
29-1063,2004-11-01,623100,129040
29-1066,2004-11-01,623100,0
29-1069,2004-11-01,623100,121980
29-1071,2004-11-01,623100,73810
29-1111,2004-11-01,623100,49470
21-1021,2004-11-01,623200,29980
21-1022,2004-11-01,623200,32570
21-1023,2004-11-01,623200,29740
21-1029,2004-11-01,623200,28180
29-1051,2004-11-01,623200,85140
29-1062,2004-11-01,623200,93520
29-1065,2004-11-01,623200,87900
29-1066,2004-11-01,623200,0
29-1069,2004-11-01,623200,96390
29-1111,2004-11-01,623200,47810
21-1021,2004-11-01,623300,32510
21-1022,2004-11-01,623300,36670
21-1023,2004-11-01,623300,38010
21-1029,2004-11-01,623300,31750
29-1051,2004-11-01,623300,80750
29-1111,2004-11-01,623300,47460
21-1021,2004-11-01,623900,31440
21-1022,2004-11-01,623900,32750
