OCC_CODE,REPORT_DATE,AREA,AREA_TITLE,NAICS,VALUE
29-1021,2017-05-01,17,Illinois,99,143380
29-1029,2017-05-01,17,Illinois,99,177230
29-1051,2017-05-01,17,Illinois,99,123590
29-1071,2017-05-01,17,Illinois,99,101610
29-1141,2017-05-01,17,Illinois,99,78330
29-1171,2017-05-01,17,Illinois,99,92190
31-1014,2017-05-01,17,Illinois,99,30920
21-1021,2017-05-01,18,Indiana,99,37450
21-1022,2017-05-01,18,Indiana,99,35980
21-1029,2017-05-01,18,Indiana,99,69320
29-1029,2017-05-01,18,Indiana,99,107460
29-1051,2017-05-01,18,Indiana,99,127540
29-1141,2017-05-01,18,Indiana,99,70490
29-1171,2017-05-01,18,Indiana,99,88530
31-1014,2017-05-01,18,Indiana,99,35270
21-1021,2017-05-01,19,Iowa,99,62300
21-1022,2017-05-01,19,Iowa,99,42340
21-1023,2017-05-01,19,Iowa,99,48720
21-1029,2017-05-01,19,Iowa,99,72100
29-1051,2017-05-01,19,Iowa,99,106620
29-1141,2017-05-01,19,Iowa,99,67670
31-1014,2017-05-01,19,Iowa,99,36310
21-1021,2017-05-01,20,Kansas,99,39100
21-1022,2017-05-01,20,Kansas,99,49530
21-1023,2017-05-01,20,Kansas,99,38960
21-1029,2017-05-01,20,Kansas,99,43530
29-1051,2017-05-01,20,Kansas,99,122110
29-1141,2017-05-01,20,Kansas,99,64920
29-1171,2017-05-01,20,Kansas,99,78980
31-1014,2017-05-01,20,Kansas,99,25320
21-1021,2017-05-01,21,Kentucky,99,38520
21-1022,2017-05-01,21,Kentucky,99,45060
21-1023,2017-05-01,21,Kentucky,99,35140
21-1029,2017-05-01,21,Kentucky,99,60560
29-1029,2017-05-01,21,Kentucky,99,144820
29-1051,2017-05-01,21,Kentucky,99,114520
29-1071,2017-05-01,21,Kentucky,99,90480
29-1141,2017-05-01,21,Kentucky,99,63190
29-1171,2017-05-01,21,Kentucky,99,79940
31-1014,2017-05-01,21,Kentucky,99,27130
21-1022,2017-05-01,22,Louisiana,99,54320
21-1029,2017-05-01,22,Louisiana,99,74580
29-1029,2017-05-01,22,Louisiana,99,177600
29-1051,2017-05-01,22,Louisiana,99,116310
29-1141,2017-05-01,22,Louisiana,99,70250
31-1014,2017-05-01,22,Louisiana,99,21430
21-1021,2017-05-01,23,Maine,99,45230
21-1022,2017-05-01,23,Maine,99,56770
21-1029,2017-05-01,23,Maine,99,64230
29-1051,2017-05-01,23,Maine,99,112920
29-1141,2017-05-01,23,Maine,99,71820
31-1014,2017-05-01,23,Maine,99,29020
21-1021,2017-05-01,24,Maryland,99,57950
21-1022,2017-05-01,24,Maryland,99,55760
21-1023,2017-05-01,24,Maryland,99,51270
21-1029,2017-05-01,24,Maryland,99,71460
29-1029,2017-05-01,24,Maryland,99,134780
29-1051,2017-05-01,24,Maryland,99,119200
29-1069,2017-05-01,24,Maryland,99,153730
29-1071,2017-05-01,24,Maryland,99,103630
29-1141,2017-05-01,24,Maryland,99,76300
29-1171,2017-05-01,24,Maryland,99,85190
31-1014,2017-05-01,24,Maryland,99,35900
21-1021,2017-05-01,25,Massachusetts,99,43620
21-1022,2017-05-01,25,Massachusetts,99,56890
21-1023,2017-05-01,25,Massachusetts,99,46950
21-1029,2017-05-01,25,Massachusetts,99,79570
29-1029,2017-05-01,25,Massachusetts,99,177410
29-1051,2017-05-01,25,Massachusetts,99,106630
29-1069,2017-05-01,25,Massachusetts,99,202000
29-1071,2017-05-01,25,Massachusetts,99,97260
29-1141,2017-05-01,25,Massachusetts,99,95580
29-1171,2017-05-01,25,Massachusetts,99,106220
31-1014,2017-05-01,25,Massachusetts,99,37730
21-1021,2017-05-01,26,Michigan,99,55780
21-1022,2017-05-01,26,Michigan,99,52450
21-1023,2017-05-01,26,Michigan,99,54030
21-1029,2017-05-01,26,Michigan,99,72240
29-1021,2017-05-01,26,Michigan,99,119410
29-1029,2017-05-01,26,Michigan,99,178610
29-1051,2017-05-01,26,Michigan,99,119180
29-1062,2017-05-01,26,Michigan,99,173170
29-1066,2017-05-01,26,Michigan,99,205070
29-1069,2017-05-01,26,Michigan,99,207770
29-1071,2017-05-01,26,Michigan,99,92800
29-1141,2017-05-01,26,Michigan,99,67720
29-1171,2017-05-01,26,Michigan,99,95060
31-1014,2017-05-01,26,Michigan,99,31610
21-1021,2017-05-01,27,Minnesota,99,61150
21-1022,2017-05-01,27,Minnesota,99,66320
21-1023,2017-05-01,27,Minnesota,99,60810
21-1029,2017-05-01,27,Minnesota,99,66360
29-1021,2017-05-01,27,Minnesota,99,149030
29-1029,2017-05-01,27,Minnesota,99,194060
29-1051,2017-05-01,27,Minnesota,99,123360
29-1141,2017-05-01,27,Minnesota,99,79880
29-1171,2017-05-01,27,Minnesota,99,91280
31-1014,2017-05-01,27,Minnesota,99,33860
21-1021,2017-05-01,28,Mississippi,99,30620
21-1022,2017-05-01,28,Mississippi,99,44750
21-1023,2017-05-01,28,Mississippi,99,29210
21-1029,2017-05-01,28,Mississippi,99,45330
29-1051,2017-05-01,28,Mississippi,99,119170
29-1141,2017-05-01,28,Mississippi,99,54710
29-1171,2017-05-01,28,Mississippi,99,89410
31-1014,2017-05-01,28,Mississippi,99,22040
21-1021,2017-05-01,29,Missouri,99,36070
21-1022,2017-05-01,29,Missouri,99,37350
21-1023,2017-05-01,29,Missouri,99,37720
21-1029,2017-05-01,29,Missouri,99,72240
29-1051,2017-05-01,29,Missouri,99,116350
29-1071,2017-05-01,29,Missouri,99,102810
29-1141,2017-05-01,29,Missouri,99,66510
29-1151,2017-05-01,29,Missouri,99,178430
29-1171,2017-05-01,29,Missouri,99,79630
31-1014,2017-05-01,29,Missouri,99,23470
21-1021,2017-05-01,30,Montana,99,40200
21-1022,2017-05-01,30,Montana,99,44580
21-1029,2017-05-01,30,Montana,99,37600
29-1051,2017-05-01,30,Montana,99,116030
29-1062,2017-05-01,30,Montana,99,139710
29-1141,2017-05-01,30,Montana,99,69210
31-1014,2017-05-01,30,Montana,99,30340
21-1021,2017-05-01,31,Nebraska,99,38530
21-1022,2017-05-01,31,Nebraska,99,38300
21-1023,2017-05-01,31,Nebraska,99,41230
21-1029,2017-05-01,31,Nebraska,99,64220
29-1051,2017-05-01,31,Nebraska,99,108740
29-1141,2017-05-01,31,Nebraska,99,65330
29-1171,2017-05-01,31,Nebraska,99,94960
31-1014,2017-05-01,31,Nebraska,99,27760
21-1021,2017-05-01,32,Nevada,99,49150
21-1022,2017-05-01,32,Nevada,99,63080
21-1023,2017-05-01,32,Nevada,99,55570
21-1029,2017-05-01,32,Nevada,99,76960
29-1051,2017-05-01,32,Nevada,99,118420
29-1071,2017-05-01,32,Nevada,99,119890
29-1141,2017-05-01,32,Nevada,99,84800
31-1014,2017-05-01,32,Nevada,99,35320
21-1021,2017-05-01,33,New Hampshire,99,48250
21-1022,2017-05-01,33,New Hampshire,99,62400
21-1029,2017-05-01,33,New Hampshire,99,77360
29-1141,2017-05-01,33,New Hampshire,99,71240
31-1014,2017-05-01,33,New Hampshire,99,32740
21-1021,2017-05-01,34,New Jersey,99,68590
21-1022,2017-05-01,34,New Jersey,99,64570
21-1023,2017-05-01,34,New Jersey,99,60740
21-1029,2017-05-01,34,New Jersey,99,70810
29-1029,2017-05-01,34,New Jersey,99,141030
29-1051,2017-05-01,34,New Jersey,99,110820
29-1062,2017-05-01,34,New Jersey,99,172970
29-1069,2017-05-01,34,New Jersey,99,189350
29-1141,2017-05-01,34,New Jersey,99,82460
31-1014,2017-05-01,34,New Jersey,99,37650
21-1021,2017-05-01,35,New Mexico,99,39740
21-1022,2017-05-01,35,New Mexico,99,47130
21-1023,2017-05-01,35,New Mexico,99,46520
21-1029,2017-05-01,35,New Mexico,99,52410
29-1029,2017-05-01,35,New Mexico,99,170010
29-1071,2017-05-01,35,New Mexico,99,94520
29-1141,2017-05-01,35,New Mexico,99,73680
31-1014,2017-05-01,35,New Mexico,99,34290
21-1021,2017-05-01,36,New York,99,59200
21-1022,2017-05-01,36,New York,99,53550
21-1023,2017-05-01,36,New York,99,64850
21-1029,2017-05-01,36,New York,99,65460
29-1021,2017-05-01,36,New York,99,127240
29-1029,2017-05-01,36,New York,99,158630
29-1051,2017-05-01,36,New York,99,112820
29-1066,2017-05-01,36,New York,99,174430
29-1069,2017-05-01,36,New York,99,199210
29-1071,2017-05-01,36,New York,99,93050
29-1141,2017-05-01,36,New York,99,74520
29-1171,2017-05-01,36,New York,99,96380
31-1014,2017-05-01,36,New York,99,37290
21-1021,2017-05-01,37,North Carolina,99,48290
21-1022,2017-05-01,37,North Carolina,99,48680
21-1023,2017-05-01,37,North Carolina,99,54210
21-1029,2017-05-01,37,North Carolina,99,62280
29-1021,2017-05-01,37,North Carolina,99,143380
29-1029,2017-05-01,37,North Carolina,99,171220
29-1051,2017-05-01,37,North Carolina,99,113980
29-1062,2017-05-01,37,North Carolina,99,196990
29-1071,2017-05-01,37,North Carolina,99,95170
29-1141,2017-05-01,37,North Carolina,99,67530
29-1151,2017-05-01,37,North Carolina,99,186670
29-1171,2017-05-01,37,North Carolina,99,89150
31-1014,2017-05-01,37,North Carolina,99,28900
21-1021,2017-05-01,38,North Dakota,99,60830
21-1022,2017-05-01,38,North Dakota,99,52240
21-1023,2017-05-01,38,North Dakota,99,51920
21-1029,2017-05-01,38,North Dakota,99,58680
29-1051,2017-05-01,38,North Dakota,99,108740
29-1141,2017-05-01,38,North Dakota,99,67390
31-1014,2017-05-01,38,North Dakota,99,33560
21-1021,2017-05-01,39,Ohio,99,46980
21-1022,2017-05-01,39,Ohio,99,52250
21-1023,2017-05-01,39,Ohio,99,55840
21-1029,2017-05-01,39,Ohio,99,54490
29-1029,2017-05-01,39,Ohio,99,183980
29-1051,2017-05-01,39,Ohio,99,119040
29-1062,2017-05-01,39,Ohio,99,162680
29-1066,2017-05-01,39,Ohio,99,199320
29-1071,2017-05-01,39,Ohio,99,96180
29-1141,2017-05-01,39,Ohio,99,75320
29-1151,2017-05-01,39,Ohio,99,172150
29-1171,2017-05-01,39,Ohio,99,103850
31-1014,2017-05-01,39,Ohio,99,35380
21-1021,2017-05-01,40,Oklahoma,99,36890
21-1022,2017-05-01,40,Oklahoma,99,38160
21-1023,2017-05-01,40,Oklahoma,99,30510
21-1029,2017-05-01,40,Oklahoma,99,60210
29-1021,2017-05-01,40,Oklahoma,99,160840
29-1029,2017-05-01,40,Oklahoma,99,155030
29-1051,2017-05-01,40,Oklahoma,99,111780
29-1062,2017-05-01,40,Oklahoma,99,195670
29-1066,2017-05-01,40,Oklahoma,99,182030
29-1071,2017-05-01,40,Oklahoma,99,91410
29-1141,2017-05-01,40,Oklahoma,99,62860
29-1171,2017-05-01,40,Oklahoma,99,111210
31-1014,2017-05-01,40,Oklahoma,99,27060
21-1021,2017-05-01,41,Oregon,99,56620
21-1022,2017-05-01,41,Oregon,99,56600
21-1023,2017-05-01,41,Oregon,99,58650
21-1029,2017-05-01,41,Oregon,99,56150
29-1021,2017-05-01,41,Oregon,99,156200
29-1029,2017-05-01,41,Oregon,99,190040
29-1051,2017-05-01,41,Oregon,99,119160
29-1141,2017-05-01,41,Oregon,99,87650
29-1171,2017-05-01,41,Oregon,99,108740
31-1014,2017-05-01,41,Oregon,99,36150
21-1021,2017-05-01,42,Pennsylvania,99,45750
21-1022,2017-05-01,42,Pennsylvania,99,50280
21-1023,2017-05-01,42,Pennsylvania,99,37760
21-1029,2017-05-01,42,Pennsylvania,99,69150
29-1029,2017-05-01,42,Pennsylvania,99,131870
29-1051,2017-05-01,42,Pennsylvania,99,109230
29-1071,2017-05-01,42,Pennsylvania,99,95820
29-1141,2017-05-01,42,Pennsylvania,99,71860
29-1151,2017-05-01,42,Pennsylvania,99,169840
31-1014,2017-05-01,42,Pennsylvania,99,33630
21-1021,2017-05-01,44,Rhode Island,99,73250
21-1022,2017-05-01,44,Rhode Island,99,53150
21-1029,2017-05-01,44,Rhode Island,99,77360
29-1051,2017-05-01,44,Rhode Island,99,106630
29-1141,2017-05-01,44,Rhode Island,99,86210
21-1021,2017-05-01,45,South Carolina,99,32620
21-1022,2017-05-01,45,South Carolina,99,37240
21-1023,2017-05-01,45,South Carolina,99,35270
21-1029,2017-05-01,45,South Carolina,99,41770
29-1029,2017-05-01,45,South Carolina,99,159280
29-1051,2017-05-01,45,South Carolina,99,115800
29-1062,2017-05-01,45,South Carolina,99,143880
29-1071,2017-05-01,45,South Carolina,99,93820
29-1141,2017-05-01,45,South Carolina,99,67270
29-1171,2017-05-01,45,South Carolina,99,83970
31-1014,2017-05-01,45,South Carolina,99,24320
21-1021,2017-05-01,46,South Dakota,99,41660
21-1022,2017-05-01,46,South Dakota,99,33890
21-1023,2017-05-01,46,South Dakota,99,41530
21-1029,2017-05-01,46,South Dakota,99,72250
29-1051,2017-05-01,46,South Dakota,99,102450
29-1071,2017-05-01,46,South Dakota,99,93810
29-1141,2017-05-01,46,South Dakota,99,63700
31-1014,2017-05-01,46,South Dakota,99,31390
21-1021,2017-05-01,47,Tennessee,99,44420
21-1022,2017-05-01,47,Tennessee,99,37190
21-1023,2017-05-01,47,Tennessee,99,48120
21-1029,2017-05-01,47,Tennessee,99,70260
29-1021,2017-05-01,47,Tennessee,99,117720
29-1029,2017-05-01,47,Tennessee,99,200630
29-1051,2017-05-01,47,Tennessee,99,119180
29-1062,2017-05-01,47,Tennessee,99,178750
29-1141,2017-05-01,47,Tennessee,99,69220
29-1151,2017-05-01,47,Tennessee,99,169850
29-1171,2017-05-01,47,Tennessee,99,74150
31-1014,2017-05-01,47,Tennessee,99,27840
21-1021,2017-05-01,48,Texas,99,41570
21-1022,2017-05-01,48,Texas,99,41420
21-1023,2017-05-01,48,Texas,99,38190
21-1029,2017-05-01,48,Texas,99,76980
29-1021,2017-05-01,48,Texas,99,130770
29-1029,2017-05-01,48,Texas,99,180640
29-1051,2017-05-01,48,Texas,99,116490
29-1062,2017-05-01,48,Texas,99,187620
29-1071,2017-05-01,48,Texas,99,91410
29-1141,2017-05-01,48,Texas,99,77650
29-1151,2017-05-01,48,Texas,99,169840
29-1171,2017-05-01,48,Texas,99,116810
31-1014,2017-05-01,48,Texas,99,36170
21-1021,2017-05-01,49,Utah,99,47740
21-1023,2017-05-01,49,Utah,99,49400
21-1029,2017-05-01,49,Utah,99,42960
29-1051,2017-05-01,49,Utah,99,117340
29-1071,2017-05-01,49,Utah,99,85030
29-1141,2017-05-01,49,Utah,99,65720
21-1021,2017-05-01,50,Vermont,99,56680
21-1029,2017-05-01,50,Vermont,99,74270
29-1141,2017-05-01,50,Vermont,99,83980
31-1014,2017-05-01,50,Vermont,99,38500
21-1021,2017-05-01,51,Virginia,99,47500
21-1022,2017-05-01,51,Virginia,99,42620
21-1023,2017-05-01,51,Virginia,99,46390
21-1029,2017-05-01,51,Virginia,99,72260
29-1021,2017-05-01,51,Virginia,99,124030
29-1029,2017-05-01,51,Virginia,99,166830
29-1051,2017-05-01,51,Virginia,99,119200
29-1071,2017-05-01,51,Virginia,99,94880
29-1141,2017-05-01,51,Virginia,99,75670
29-1151,2017-05-01,51,Virginia,99,183860
29-1171,2017-05-01,51,Virginia,99,85320
31-1014,2017-05-01,51,Virginia,99,34860
21-1021,2017-05-01,53,Washington,99,58080
21-1022,2017-05-01,53,Washington,99,53090
21-1023,2017-05-01,53,Washington,99,58080
21-1029,2017-05-01,53,Washington,99,75840
29-1021,2017-05-01,53,Washington,99,136000
29-1029,2017-05-01,53,Washington,99,176330
29-1051,2017-05-01,53,Washington,99,112920
29-1062,2017-05-01,53,Washington,99,205850
29-1071,2017-05-01,53,Washington,99,104210
29-1141,2017-05-01,53,Washington,99,86320
29-1171,2017-05-01,53,Washington,99,96780
31-1014,2017-05-01,53,Washington,99,36640
21-1021,2017-05-01,54,West Virginia,99,34860
21-1029,2017-05-01,54,West Virginia,99,75360
29-1051,2017-05-01,54,West Virginia,99,119180
29-1071,2017-05-01,54,West Virginia,99,105450
29-1141,2017-05-01,54,West Virginia,99,65240
29-1171,2017-05-01,54,West Virginia,99,81210
31-1014,2017-05-01,54,West Virginia,99,35030
21-1021,2017-05-01,55,Wisconsin,99,50140
21-1022,2017-05-01,55,Wisconsin,99,54250
21-1023,2017-05-01,55,Wisconsin,99,52000
21-1029,2017-05-01,55,Wisconsin,99,61650
29-1021,2017-05-01,55,Wisconsin,99,158100
29-1029,2017-05-01,55,Wisconsin,99,179540
29-1051,2017-05-01,55,Wisconsin,99,121260
29-1062,2017-05-01,55,Wisconsin,99,189160
29-1066,2017-05-01,55,Wisconsin,99,190970
29-1141,2017-05-01,55,Wisconsin,99,70120
29-1171,2017-05-01,55,Wisconsin,99,100530
31-1014,2017-05-01,55,Wisconsin,99,32140
21-1021,2017-05-01,56,Wyoming,99,45850
29-1051,2017-05-01,56,Wyoming,99,122600
29-1141,2017-05-01,56,Wyoming,99,71600
31-1014,2017-05-01,56,Wyoming,99,30650
21-1021,2017-05-01,72,Puerto Rico,99,27900
21-1022,2017-05-01,72,Puerto Rico,99,34520
21-1029,2017-05-01,72,Puerto Rico,99,33950
29-1051,2017-05-01,72,Puerto Rico,99,101200
29-1062,2017-05-01,72,Puerto Rico,99,80020
29-1069,2017-05-01,72,Puerto Rico,99,185360
29-1141,2017-05-01,72,Puerto Rico,99,37520
31-1014,2017-05-01,72,Puerto Rico,99,29670
29-1141,2017-05-01,5,Arkansas,311000,57000
29-1141,2017-05-01,19,Iowa,311000,58370
29-1141,2017-05-01,20,Kansas,311000,63210
29-1141,2017-05-01,31,Nebraska,311000,60310
29-1141,2017-05-01,5,Arkansas,311600,56110
29-1141,2017-05-01,19,Iowa,311600,58680
29-1141,2017-05-01,31,Nebraska,311600,60430
29-1051,2017-05-01,6,California,325000,141800
29-1051,2017-05-01,28,Mississippi,325000,115400
29-1051,2017-05-01,34,New Jersey,325000,122900
29-1051,2017-05-01,48,Texas,325000,124350
29-1141,2017-05-01,48,Texas,325000,72440
29-1051,2017-05-01,6,California,325400,142080
29-1051,2017-05-01,28,Mississippi,325400,115400
29-1051,2017-05-01,34,New Jersey,325400,122900
29-1051,2017-05-01,48,Texas,325400,124350
29-1141,2017-05-01,12,Florida,334000,33490
29-1141,2017-05-01,12,Florida,334500,33240
29-1141,2017-05-01,18,Indiana,336000,58910
29-1141,2017-05-01,26,Michigan,336000,73050
29-1141,2017-05-01,39,Ohio,336000,69850
29-1141,2017-05-01,26,Michigan,336100,73800
29-1141,2017-05-01,26,Michigan,336300,72910
29-1141,2017-05-01,12,Florida,339000,61930
29-1141,2017-05-01,12,Florida,339100,61930
29-1051,2017-05-01,1,Alabama,423000,117980
29-1051,2017-05-01,6,California,423000,146330
29-1051,2017-05-01,12,Florida,423000,120830
29-1141,2017-05-01,12,Florida,423000,66090
29-1141,2017-05-01,42,Pennsylvania,423000,59160
29-1051,2017-05-01,47,Tennessee,423000,119260
29-1051,2017-05-01,1,Alabama,423400,117980
29-1051,2017-05-01,6,California,423400,146330
29-1051,2017-05-01,12,Florida,423400,120830
29-1141,2017-05-01,12,Florida,423400,66090
29-1141,2017-05-01,42,Pennsylvania,423400,59160
29-1051,2017-05-01,47,Tennessee,423400,119260
29-1051,2017-05-01,1,Alabama,424000,118130
29-1141,2017-05-01,1,Alabama,424000,48180
29-1051,2017-05-01,4,Arizona,424000,133420
29-1141,2017-05-01,4,Arizona,424000,76560
29-1051,2017-05-01,6,California,424000,130410
29-1051,2017-05-01,8,Colorado,424000,117050
29-1141,2017-05-01,8,Colorado,424000,64960
29-1051,2017-05-01,9,Connecticut,424000,114580
29-1051,2017-05-01,12,Florida,424000,118630
29-1141,2017-05-01,12,Florida,424000,68160
29-1051,2017-05-01,13,Georgia,424000,122770
29-1051,2017-05-01,17,Illinois,424000,119670
29-1141,2017-05-01,17,Illinois,424000,74360
29-1051,2017-05-01,18,Indiana,424000,122970
29-1051,2017-05-01,21,Kentucky,424000,127920
29-1051,2017-05-01,22,Louisiana,424000,120960
29-1051,2017-05-01,24,Maryland,424000,121930
29-1051,2017-05-01,25,Massachusetts,424000,119110
29-1051,2017-05-01,26,Michigan,424000,118420
29-1141,2017-05-01,26,Michigan,424000,79130
29-1051,2017-05-01,29,Missouri,424000,120990
29-1051,2017-05-01,31,Nebraska,424000,114270
29-1051,2017-05-01,32,Nevada,424000,120260
29-1051,2017-05-01,34,New Jersey,424000,119580
29-1141,2017-05-01,34,New Jersey,424000,87480
29-1051,2017-05-01,36,New York,424000,119550
29-1051,2017-05-01,37,North Carolina,424000,126700
29-1051,2017-05-01,39,Ohio,424000,118330
29-1051,2017-05-01,41,Oregon,424000,144630
29-1051,2017-05-01,42,Pennsylvania,424000,119320
29-1051,2017-05-01,45,South Carolina,424000,123130
29-1051,2017-05-01,47,Tennessee,424000,120020
29-1051,2017-05-01,48,Texas,424000,128630
29-1141,2017-05-01,48,Texas,424000,77060
29-1051,2017-05-01,50,Vermont,424000,140000
29-1051,2017-05-01,51,Virginia,424000,125940
29-1051,2017-05-01,53,Washington,424000,121560
29-1051,2017-05-01,55,Wisconsin,424000,127060
29-1141,2017-05-01,17,Illinois,425000,82060
29-1051,2017-05-01,24,Maryland,425000,122720
29-1141,2017-05-01,17,Illinois,425100,82060
29-1051,2017-05-01,24,Maryland,425100,122720
29-1051,2017-05-01,1,Alabama,445000,121530
29-1051,2017-05-01,4,Arizona,445000,129150
29-1071,2017-05-01,4,Arizona,445000,110220
29-1051,2017-05-01,5,Arkansas,445000,125690
29-1051,2017-05-01,6,California,445000,144200
29-1051,2017-05-01,8,Colorado,445000,124070
29-1051,2017-05-01,9,Connecticut,445000,141730
29-1051,2017-05-01,10,Delaware,445000,130740
29-1051,2017-05-01,11,District of Columbia,445000,123810
29-1051,2017-05-01,12,Florida,445000,120990
29-1051,2017-05-01,13,Georgia,445000,120180
29-1051,2017-05-01,15,Hawaii,445000,122940
29-1051,2017-05-01,16,Idaho,445000,121960
29-1051,2017-05-01,17,Illinois,445000,127950
29-1051,2017-05-01,18,Indiana,445000,125200
29-1051,2017-05-01,20,Kansas,445000,121660
29-1051,2017-05-01,21,Kentucky,445000,119470
29-1051,2017-05-01,22,Louisiana,445000,112770
29-1051,2017-05-01,23,Maine,445000,142730
29-1051,2017-05-01,24,Maryland,445000,125150
29-1051,2017-05-01,25,Massachusetts,445000,122170
29-1051,2017-05-01,26,Michigan,445000,121420
29-1051,2017-05-01,27,Minnesota,445000,136760
29-1051,2017-05-01,28,Mississippi,445000,119010
29-1051,2017-05-01,29,Missouri,445000,123890
29-1051,2017-05-01,30,Montana,445000,120810
29-1051,2017-05-01,32,Nevada,445000,129140
29-1051,2017-05-01,33,New Hampshire,445000,144510
29-1051,2017-05-01,34,New Jersey,445000,122400
29-1051,2017-05-01,35,New Mexico,445000,124300
29-1051,2017-05-01,36,New York,445000,132650
29-1051,2017-05-01,37,North Carolina,445000,126230
29-1051,2017-05-01,39,Ohio,445000,122680
29-1051,2017-05-01,40,Oklahoma,445000,119170
29-1051,2017-05-01,41,Oregon,445000,127650
29-1051,2017-05-01,42,Pennsylvania,445000,121020
29-1051,2017-05-01,44,Rhode Island,445000,118720
29-1051,2017-05-01,45,South Carolina,445000,121890
29-1051,2017-05-01,47,Tennessee,445000,116530
29-1051,2017-05-01,48,Texas,445000,137780
29-1051,2017-05-01,49,Utah,445000,115330
29-1051,2017-05-01,50,Vermont,445000,143760
29-1051,2017-05-01,51,Virginia,445000,127810
29-1051,2017-05-01,53,Washington,445000,133170
29-1051,2017-05-01,54,West Virginia,445000,134110
29-1051,2017-05-01,55,Wisconsin,445000,125630
29-1051,2017-05-01,56,Wyoming,445000,118380
29-1051,2017-05-01,1,Alabama,446000,122970
29-1051,2017-05-01,2,Alaska,446000,144730
29-1051,2017-05-01,4,Arizona,446000,132720
29-1051,2017-05-01,5,Arkansas,446000,122320
29-1051,2017-05-01,6,California,446000,138380
29-1141,2017-05-01,6,California,446000,129410
29-1051,2017-05-01,8,Colorado,446000,117280
29-1051,2017-05-01,9,Connecticut,446000,124970
29-1051,2017-05-01,10,Delaware,446000,121220
29-1051,2017-05-01,11,District of Columbia,446000,126200
29-1051,2017-05-01,12,Florida,446000,121370
29-1141,2017-05-01,12,Florida,446000,60480
29-1051,2017-05-01,13,Georgia,446000,119690
29-1141,2017-05-01,13,Georgia,446000,72430
29-1051,2017-05-01,15,Hawaii,446000,118510
29-1051,2017-05-01,16,Idaho,446000,119070
29-1051,2017-05-01,17,Illinois,446000,122620
29-1051,2017-05-01,18,Indiana,446000,121900
29-1141,2017-05-01,18,Indiana,446000,84380
29-1051,2017-05-01,19,Iowa,446000,117020
29-1141,2017-05-01,19,Iowa,446000,53230
29-1051,2017-05-01,20,Kansas,446000,121330
29-1051,2017-05-01,21,Kentucky,446000,123630
29-1051,2017-05-01,22,Louisiana,446000,117310
29-1051,2017-05-01,23,Maine,446000,130790
29-1051,2017-05-01,24,Maryland,446000,118630
29-1051,2017-05-01,25,Massachusetts,446000,121630
29-1051,2017-05-01,26,Michigan,446000,121970
29-1051,2017-05-01,27,Minnesota,446000,135080
29-1141,2017-05-01,27,Minnesota,446000,69750
29-1051,2017-05-01,28,Mississippi,446000,122590
29-1051,2017-05-01,29,Missouri,446000,124820
29-1051,2017-05-01,30,Montana,446000,109970
29-1051,2017-05-01,31,Nebraska,446000,118300
29-1051,2017-05-01,32,Nevada,446000,125730
29-1051,2017-05-01,33,New Hampshire,446000,128210
29-1051,2017-05-01,34,New Jersey,446000,115110
29-1141,2017-05-01,34,New Jersey,446000,90620
29-1051,2017-05-01,35,New Mexico,446000,124060
29-1051,2017-05-01,36,New York,446000,122340
29-1051,2017-05-01,37,North Carolina,446000,126010
29-1141,2017-05-01,37,North Carolina,446000,63060
29-1051,2017-05-01,38,North Dakota,446000,117310
29-1051,2017-05-01,39,Ohio,446000,120320
29-1141,2017-05-01,39,Ohio,446000,76230
29-1171,2017-05-01,39,Ohio,446000,115970
29-1051,2017-05-01,40,Oklahoma,446000,117640
29-1141,2017-05-01,40,Oklahoma,446000,117450
29-1051,2017-05-01,41,Oregon,446000,123420
29-1051,2017-05-01,42,Pennsylvania,446000,118900
29-1141,2017-05-01,42,Pennsylvania,446000,64540
29-1051,2017-05-01,44,Rhode Island,446000,119300
29-1051,2017-05-01,45,South Carolina,446000,127180
29-1051,2017-05-01,46,South Dakota,446000,117730
29-1051,2017-05-01,47,Tennessee,446000,125220
29-1141,2017-05-01,47,Tennessee,446000,54210
29-1171,2017-05-01,47,Tennessee,446000,79470
29-1051,2017-05-01,48,Texas,446000,127320
29-1141,2017-05-01,48,Texas,446000,112150
29-1171,2017-05-01,48,Texas,446000,118450
29-1051,2017-05-01,49,Utah,446000,117420
29-1051,2017-05-01,50,Vermont,446000,140300
29-1051,2017-05-01,51,Virginia,446000,130090
29-1051,2017-05-01,53,Washington,446000,122170
29-1051,2017-05-01,54,West Virginia,446000,123210
29-1051,2017-05-01,55,Wisconsin,446000,136250
29-1051,2017-05-01,56,Wyoming,446000,120940
29-1051,2017-05-01,72,Puerto Rico,446000,94780
29-1051,2017-05-01,78,Virgin Islands,446000,117440
29-1051,2017-05-01,1,Alabama,446100,122970
29-1051,2017-05-01,2,Alaska,446100,144730
29-1051,2017-05-01,4,Arizona,446100,132720
29-1051,2017-05-01,5,Arkansas,446100,122320
29-1051,2017-05-01,6,California,446100,138380
29-1141,2017-05-01,6,California,446100,129410
29-1051,2017-05-01,8,Colorado,446100,117280
29-1051,2017-05-01,9,Connecticut,446100,124970
29-1051,2017-05-01,10,Delaware,446100,121220
29-1051,2017-05-01,11,District of Columbia,446100,126200
29-1051,2017-05-01,12,Florida,446100,121370
29-1141,2017-05-01,12,Florida,446100,60480
